iter	RMSE
427	0.2540314759
428	0.2538882038
429	0.2537367748
430	0.2536726861
431	0.2535614612
432	0.2534964453
433	0.2533386306
434	0.2532007354
435	0.253116831
436	0.2529945929
437	0.2528612054
438	0.2528283565
439	0.2527630842
440	0.2526834604
441	0.2525263963
442	0.2524566281
443	0.2523496592
444	0.2521623563
445	0.2520240971
446	0.251940797
447	0.2518380557
448	0.2518002568
449	0.2516753144
450	0.2515984767
451	0.2514828351
452	0.2513110312
453	0.2511705215
454	0.251113374
455	0.2510084608
456	0.2508422323
457	0.2507314548
458	0.2505660304
459	0.2504712712
460	0.2503509918
461	0.2501657632
462	0.2500151637
463	0.2499586269
464	0.2498906141
465	0.2497035445
466	0.2496479017
467	0.249504768
468	0.2494092933
469	0.2492698849
470	0.2491072974
471	0.2490245501
472	0.2489284199
473	0.2488419387
474	0.2487853973
475	0.2486262346
476	0.2485578366
477	0.2484867848
478	0.2483726751
479	0.248294104
480	0.248214273
481	0.2481101497
482	0.2480143746
483	0.2478895485
484	0.2477632815
485	0.2475893849
486	0.2474817083
487	0.2473402741
488	0.24727133
489	0.2471161774
490	0.2470470559
491	0.2469296142
492	0.2468293122
493	0.2467084356
494	0.2465689072
495	0.2464661012
496	0.2463682832
497	0.2462820097
498	0.2461670204
499	0.2461078334
500	0.2459427683
501	0.2458881583
502	0.2457657559
503	0.245640439
504	0.2455254758
505	0.2454038297
506	0.2452597841
507	0.2451327182
508	0.2449549333
509	0.2448745721
510	0.2447782383
511	0.2447288094
512	0.2445970408
513	0.2444636371
514	0.2443657873
515	0.2442853196
516	0.2441899142
517	0.2440298464
518	0.2439406554
519	0.2438506731
520	0.2437583545
521	0.2436819338
522	0.2436108485
523	0.243510299
524	0.243303095
525	0.2432623567
526	0.2431468047
527	0.242947166
528	0.2428760987
529	0.2427729048
530	0.2425830216
531	0.2424424306
532	0.2423778212
533	0.2423005071
534	0.2421935755
535	0.2421297989
536	0.2420502041
537	0.2419602802
538	0.2418648135
539	0.2417602063
540	0.241677427
541	0.2415798412
542	0.2414511038
543	0.2413448228
544	0.2412192772
545	0.2411134067
546	0.2410281539
547	0.2409300843
548	0.240856228
549	0.240799675
550	0.2407637909
551	0.240625957
552	0.2405373818
553	0.2404102587
554	0.2402213266
555	0.2401305172
556	0.2400023913
557	0.2399060733
558	0.2397990656
559	0.2397091793
560	0.2396385941
561	0.239495331
562	0.2393396021
563	0.2392476691
564	0.2391926691
565	0.2390817275
566	0.2390083429
567	0.2389618718
568	0.238934467
569	0.2387829794
570	0.2386705963
571	0.238578815
572	0.2385091385
573	0.2383353973
574	0.2382556138
575	0.2381199586
576	0.2380786161
577	0.2379788295
578	0.2379260432
579	0.2378330285
580	0.2377978157
581	0.2376876825
582	0.2376054622
583	0.2374676412
584	0.2374313496
585	0.2373285499
586	0.2371673962
587	0.2370523288
588	0.2370036073
589	0.2369034334
590	0.2367586347
591	0.2366972309
592	0.2365429474
593	0.2363784274
594	0.2363347853
595	0.2362788843
596	0.236207755
597	0.2360860242
598	0.2359917855
599	0.2359266961
600	0.235820823
601	0.235719398
602	0.2356144579
603	0.2355382234
604	0.2354435597
605	0.2353429384
606	0.2352587521
607	0.2352070548
608	0.2351247209
609	0.2349881822
610	0.2349255875
611	0.2348385464
612	0.2347520928
613	0.2345562251
614	0.234473081
615	0.2343972041
616	0.2343162816
617	0.2342504574
618	0.2341118811
619	0.2340215606
620	0.2339323437
621	0.2338589969
622	0.2338017591
623	0.2337414653
624	0.2336942004
625	0.2335976378
626	0.2334497687
627	0.2333367865
628	0.2332883201
629	0.2331770435
630	0.2330751463
631	0.2329682697
632	0.2329143784
633	0.2327831381
634	0.2326528039
635	0.2325402148
636	0.2324699972
637	0.2323669067
638	0.2323055157
639	0.2322336502
640	0.2321001044
641	0.232001556
642	0.2318473098
643	0.2317829236
644	0.2316507065
645	0.2314795832
646	0.231405368
647	0.231309448
648	0.2311944451
649	0.2311172473
650	0.2309754768
651	0.2308789296
652	0.2307803671
653	0.2307162834
654	0.2306408325
655	0.2305562584
656	0.2304653314
657	0.2303374003
658	0.2302415736
659	0.230120959
660	0.2299789909
661	0.2299297737
662	0.2298741644
663	0.2298099527
664	0.2297067574
665	0.2296170863
666	0.2295382878
667	0.229425833
668	0.2293110626
669	0.2291731274
670	0.2290573381
671	0.2289973078
672	0.2289766838
673	0.228856703
674	0.2287975795
675	0.2286908065
676	0.2285946732
677	0.2284548202
678	0.2283868371
679	0.2282905305
680	0.2281720246
681	0.228090972
682	0.2279955469
683	0.2279193842
684	0.2278133015
685	0.2277257646
686	0.2276504565
687	0.227517636
688	0.2274367252
689	0.2273152983
690	0.2271996322
691	0.2271150607
692	0.2270520234
693	0.2269380171
694	0.2268380179
695	0.2266967067
696	0.2266143437
697	0.2265541796
698	0.2263759523
699	0.2262465366
700	0.2261050925
701	0.226046721
702	0.2259772595
703	0.2258756373
704	0.2258248872
705	0.225752397
706	0.2256797545
707	0.2255385092
708	0.2254769418
709	0.2253539397
710	0.2252878519
711	0.2252453312
712	0.2252180049
713	0.2251313866
714	0.2250436726
715	0.2249205157
716	0.2247845952
717	0.2247302852
718	0.2246370162
719	0.2245903752
720	0.2245543876
721	0.2244747992
722	0.2244146854
723	0.2242439103
724	0.224142409
725	0.2240440873
726	0.223939235
727	0.22386721
728	0.2237897742
729	0.2236950401
730	0.223542226
731	0.223437959
732	0.2233400329
733	0.2232617628
734	0.2230825802
735	0.2230329233
736	0.2229218015
737	0.2228614883
738	0.2227942056
739	0.2226646152
740	0.2225718989
741	0.2224992607
742	0.2224062884
743	0.2223012081
744	0.2222379871
745	0.2221698936
746	0.2220403791
747	0.2218883171
748	0.2218290307
749	0.2217409406
750	0.2216640315
751	0.2214790526
752	0.2214099285
753	0.2213279835
754	0.2212333502
755	0.2211401456
756	0.2210853396
757	0.2209734585
758	0.2209395056
759	0.2208517457
760	0.2207812554
761	0.2207014008
762	0.2205867055
763	0.2204715018
764	0.2204151121
765	0.2203355789
766	0.2201887657
767	0.2201231312
768	0.2200747117
769	0.219914693
770	0.2198859853
771	0.2198195471
772	0.2197107223
773	0.2195877283
774	0.2194262484
775	0.219332005
776	0.2192555866
777	0.219153143
778	0.2190667941
779	0.2190030161
780	0.2189139814
781	0.2188150504
782	0.2187506604
783	0.2186434644
784	0.2185845816
785	0.2185179796
786	0.2184634623
787	0.2184202911
788	0.2183470148
789	0.218223887
790	0.2181475626
791	0.2180854311
792	0.2180014255
793	0.2178923286
794	0.2177818443
795	0.2176987625
796	0.2176133009
797	0.2175074415
798	0.217427392
799	0.217408076
800	0.2173333918
801	0.2172379965
802	0.2171384321
803	0.2169718643
804	0.2169026455
805	0.2168567449
806	0.2168131474
807	0.2167304878
808	0.2166682089
809	0.2165109078
810	0.2164384265
811	0.2163845366
812	0.2162723098
813	0.2161462049
814	0.2160640883
815	0.2159577483
816	0.2158929805
817	0.2157795111
818	0.2157226128
819	0.2155726446
820	0.2154545653
821	0.2153809789
822	0.2152670419
823	0.2151455487
824	0.2151237938
825	0.2150368523
826	0.2149557001
827	0.2148439255
828	0.2147661342
829	0.2147142202
830	0.2145781155
831	0.2144965271
832	0.2144173013
833	0.2143894382
834	0.2143085303
835	0.2142385056
836	0.2141461908
837	0.2140634122
838	0.2140310562
839	0.2139248202
840	0.2137964424
841	0.2137479725
842	0.2136721297
843	0.2135858206
844	0.2134626854
845	0.2133753552
846	0.2133491997
847	0.2132545979
848	0.2131975777
849	0.2131697215
850	0.2130877052
851	0.2129757014
852	0.212892007
853	0.2128337146
854	0.2126849417
855	0.2126113672
856	0.212566924
857	0.2124806599
858	0.2124468386
859	0.2123767681
860	0.2122971863
861	0.212158781
862	0.2120985722
863	0.2119976641
864	0.2119366642
865	0.2118709711
866	0.2118153552
867	0.2117497856
868	0.2116289891
869	0.2115983182
870	0.2115188595
871	0.2114552679
872	0.2113583126
873	0.2112766719
874	0.2111298648
875	0.2110463639
876	0.2109534897
877	0.2108943723
878	0.2108136447
879	0.210767845
880	0.2106671064
881	0.2105828049
882	0.2104558948
883	0.2103773545
884	0.2102979027
885	0.2102384294
886	0.2101659368
887	0.2100956517
888	0.2100281332
889	0.2098960391
890	0.2097530558
891	0.209677831
892	0.2095614738
893	0.2094957692
894	0.2093981278
895	0.2092963739
896	0.2091746817
897	0.209159585
898	0.2091055485
899	0.2090424637
900	0.2088870895
901	0.2088076983
902	0.2087431374
903	0.2086251609
904	0.2085601308
905	0.2084492259
906	0.2083997666
907	0.2083526528
908	0.2082131156
909	0.2081318401
910	0.2080545654
911	0.2079952975
912	0.2079329415
913	0.2078094946
914	0.2077563791
915	0.2076609848
916	0.2075788846
917	0.2075022246
918	0.2073814427
919	0.2072797088
920	0.2072231575
921	0.2071135991
922	0.2070521364
923	0.2069846803
924	0.206896685
925	0.2067733108
926	0.2067463193
927	0.2067190528
928	0.2065885509
929	0.2064637438
930	0.2063523255
931	0.2063109784
932	0.2062044879
933	0.2060755891
934	0.2060460656
935	0.2059568125
936	0.2059041454
937	0.2058162945
938	0.2057395962
939	0.2056772493
940	0.2055783166
941	0.20552867
942	0.2054506589
943	0.2054246451
944	0.2052714016
945	0.2051588601
946	0.2050679614
947	0.2050492584
948	0.2049239637
949	0.2048261059
950	0.2047631192
951	0.2047248842
952	0.2046849116
953	0.2045517771
954	0.2044723816
955	0.2044005039
956	0.2043298679
957	0.2042745933
958	0.204180316
959	0.2041090834
960	0.2040717183
961	0.2039474542
962	0.2038830391
963	0.2037885161
964	0.2036952037
965	0.2035724304
966	0.2034992849
967	0.2034456857
968	0.2033032628
969	0.2032563321
970	0.2031842155
971	0.2030937632
972	0.2030000615
973	0.2029162644
974	0.2028539603
975	0.2027886922
976	0.2027225769
977	0.2026501891
978	0.2025805755
979	0.2025189261
980	0.2023973534
981	0.2023546548
982	0.2022396638
983	0.2021681007
984	0.2021312488
985	0.2020755118
986	0.2020340395
987	0.2019819085
988	0.2019174448
989	0.2018377053
990	0.2017683707
991	0.201756344
992	0.2016876788
993	0.2015982222
994	0.2015467964
995	0.2014748848
996	0.2013496796
997	0.201263796
998	0.2011935887
999	0.2011020587
